ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
42-40,22/03/23 10:54:44,https://twitter.com/shiningtwicexo/status/1516021653569896449,42,"Malimban, Janilyn",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,"Mula sa bibig na mismo ni Secretary Esperon nagsabi nyan na indeed legal fronts talaga ng CPP-NPA-NDF ang KABAG (Kabataan, Anakpawis, Bayan Muna, ACT Teachers, Gabriela) or Kamatayan Bloc.

Buking rin rito si VP Robredo na pagsabwatan sa salot ng bansa.

https://t.co/mSrmenrDvy",,"Text, Video",18/04/22 19:51,https://drive.google.com/file/d/1ZSVvBsgo1yZwVhHk2Jbc-OAAViZhEzcj/view?usp=share_link,Rational,3,0,2,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet contains a video of National Security Adviser Sec. Hermogenes Esperon's accusations regarding the association of MAKABAYAN Block with the NPA,,,,,
42-41,22/03/23 12:44:39,https://twitter.com/shiningtwicexo/status/1555597879854891008,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,"KABAG stands for,

K - Kabataan
A - Anakpawis
B - Bayan Muna
A - Alliance of Concerned Teachers (ACT Teachers)
G - Gabriela

Mga nagkukunwaring ""partylists"" pero may koneksyon talaga sa mga salot na CPP-NPA-NDF na 53 years na nanalasa sa bayan.",,Text,06/08/22 00:53,https://drive.google.com/file/d/1u7ae1xmozgfzcEnlBamUEUYMu_hhZ-f5/view?usp=share_link,Rational,3,2,1,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-42,22/03/23 12:52:23,https://twitter.com/maurgaux91/status/1553282603586768898,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@maurgaux91,Margaux Tamerlane 🇵🇭,"Anti-Commies 👊Anti-Terrorism 👊 Anti-Pink Propaganda 👎 Anti-PIGSA! ❌️
#PRRDsupporter 👊 #NTFELCACsupporter 👊",Identified,11/21,259,292,"Taguig City, National Capital","JOMAmamatay CPP founder identified the ff: BAYAN, GABRIELA, KILUSANG MAYO UNO, LFS, KMP, KADENA as legal fronts of the terrorist CPP-NPA-NDF!

#notoredtagging
#yestotruthtagging https://t.co/1eUKL0ahau",,"Text, Video",30/07/22 15:33,https://drive.google.com/file/d/17T8X4Ru7wBTr8i-aB4eDJiX-D7l_o-CB/view?usp=share_link,Rational,0,0,0,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]",,,,,,
42-43,22/03/23 12:59:45,https://twitter.com/shiningtwicexo/status/1552960405152370689,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,"For those na ngayon lang nakakaalam on what KABAG partylists of CPP-NPA-NDF means,

K - Kabataan
A - Anakpawis
B - Bayan Muna
A - Alliance of Concerned Teachers (ACT Teachers)
G - Gabriela",,Text,29/07/22 18:13,https://drive.google.com/file/d/1hVrWdxz4oEHZ_cYdfLrOUgUU9vIYe2XS/view?usp=share_link,Rational,25,5,15,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a part of a thread created by the same user.,,,,,
42-44,27/03/23 02:05:32,https://twitter.com/dale_laude/status/1340416047925477376,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@dale_laude,Dale Laude,,Anonymous,08/19,17,0,,@gabrielaphils Gabriela is connected with CPP/NPA/NDF. Do not join this group.  Your life will be ruined and you will be recruited to become NPA. This organization only serves the interest of CPP/NPA/NDF.  If you love your parents do NOT join this group.,,"Text, Reply",20/12/20 05:57,https://drive.google.com/file/d/1ZxXCwirtejkVi1hGvN6zJm-D7NDmCbNI/view?usp=share_link,Emotional,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a direct reply to a tweet of Gabriela.,,,,,
42-45,22/03/23 13:10:09,https://twitter.com/kalel_joaquin03/status/1548142212240015360,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@kalel_joaquin03,SAPAKIN KO NANAY MO 🫵🤣,ANG PAGBABALIK - SAPAKIN KO NANAY MO 2.0 🤣🤣 pro-government of tatay digong and a supporter of BBMSARA UNITEAM. Ang Gagarote sa mga pinklawang tae..,Identified,01/22,1234,1189,,ansabe? sino nga ulet ang tunay na nag redtag sa inyo? eto ebidensya oh 😅😅 ctto of the video na nakita ko lng sa YT.  Gabriela according to Joma Sison is one of the legal fronts of CPP-NPA-NDF. 🖕🖕 https://t.co/iJvPusoZDw,,"Text, Reply, Video",16/07/22 11:07,https://drive.google.com/file/d/1kttYdbTwH4cC4OsnaXB4ajv4IYe7iZXX/view?usp=share_link,Emotional,2,0,1,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]",,,,,,
42-46,22/03/23 13:13:39,https://twitter.com/bingbongbarack/status/1546883064671772672,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@bingbongbarack,BongBongBong,"Ironically, the person you’d take a bullet for sometimes ends up being the one behind the gun.",Anonymous,01/22,614,551,,"Another life wasted! Anakbayan, Kadamay, Gabriela et al - spells DEATH to whoever join their stupid fold. They are the front of the CPP NPA NDF, a terrorist group.",,"Text, Reply",12/07/22 23:43,https://drive.google.com/file/d/19xM64sO7qhAo3WDj27OUF_COozpBVp43/view?usp=share_link,Emotional,1,0,1,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-47,22/03/23 13:16:15,https://twitter.com/shiningtwicexo/status/1544874539993432064,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,"Reminder, KABAG partylists of the communist-terrorist organization CPP-NPA-NDF stands for,

K - Kabataan
A - Anakpawis
B - Bayan Muna
A - Alliance of Concerned Teachers
G - Gabriela",,"Text, Reply",07/07/22 10:42,https://drive.google.com/file/d/1QhUfAB-X98eLJkZziCrtBahLFVos67Kd/view?usp=share_link,Rational,1,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-48,22/03/23 13:19:41,https://twitter.com/Dumboy4231/status/1544819678609952770,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@Dumboy4231,Dumboy,Adamant,Anonymous,05/22,18,6,,@BisayangIlokano Ang Gabriela ay isa sa mga fronts ng CPP-NPA-NDF. Wag magpapaniwala at makikinig sa mga salot ng Gabriela na yan. Boycott ang KABAG sa susunod na eleksyon. Hinayupak tlga kayong mga rebelde na nagkukunwaring lamang. Tanggalin maskara ng mga yan at wasakin.,,"Text, Reply",07/07/22 07:04,https://drive.google.com/file/d/169zA9zxydqkv-pBmZIprejLlFeyJpC_5/view?usp=share_link,Emotional,1,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-49,22/03/23 13:27:00,https://twitter.com/molavefinds/status/1530796336131743744,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@molavefinds,Jessie Torres,My caffeine fix just got co-opted by #TatayDigong & #BBMSARAUniteam #BuildBuildBuild,Identified,05/09,4108,1525,Makati CBD 1226,"@lizramo88275071 @loidasandiego77 @pinoyanghang @TishaCM @LarryGadonskie @mirasga @TalaZaldivar @luminoustrix @YesYesYo13 Nakalusot ba #Akbayan #partylist sa listahan ng @COMELEC ? Andiyan pa din mga legal frontliners ng CPP/NPA? Mga disipolo ni Joma? #Gabriela?! #ACTTeachers?! Whoa! @indaysara https://t.co/LNM1knoTYH

{Alt-text images: (First) Image of Akbayan protesters, (Second) Image of COMELEC Advisory listing the winning partylist groups in the 2022 national elections}",,"Text, Image, Reply",29/05/22 14:21,https://drive.google.com/file/d/1yPz3uAXaO-ClsPPguSrCmTw0iEbd2i7j/view?usp=share_link,Rational,1,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-50,22/03/23 13:33:48,https://twitter.com/rocktheboat008/status/1530195092274745344,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@rocktheboat008,SΓΞLLД MДЯIΞ ❤💚,"For you, Lord, are kind and ready to forgive, abounding in faithful love to all who call on you 
Psalm 86: 5

Masipag mag followback  😚",Identified,06/09,2163,1829,,Di ako boboto ng NPA enabler groups gaya ng bayan muna or gabriela hilig mag rally sa mendiola,,"Text, Reply",27/05/22 22:31,https://drive.google.com/file/d/1P1EkZzP2C42g4ZZvLHINTKY4ca6HADam/view?usp=share_link,Emotional,1,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-51,22/03/23 21:54:43,https://twitter.com/JCerecre/status/1322834515295809537,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@JCerecre,John Cerecre,Trying everyday to be a better person ....,Anonymous,09/20,39,13,,"Warning: iwasan ang sumali sa mga LEGAL FRONT ng komunistang rebeldeng NPA tulad ng mga ito. GABRIELA YOUTH, KABATAAN PL, BAYAN MUNA, ANAK PAWIS, LFS, KARAPATAN, MAKABAYAN BLOC, KABATAAN MAMAMAYAN, NUPL, KADAMAY, AT IBA PANG HINDI NABANGGIT. SIMULA SA RALLY PATUNGONG NPA.",,Text,01/11/20 17:35,https://drive.google.com/file/d/18epb361Q-xg28ka35OKFxXPAkAySUhoI/view?usp=share_link,Rational,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-52,22/03/23 22:06:37,https://twitter.com/AslLotoy/status/1322499107248771072,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@AslLotoy,ASL Lotoy,tall dark n pogi,Anonymous,07/20,378,40,,"youtu.be/3i-NXuzPtWU.si… talaga hindi alegasyon ang RECRUITMENT ng KABATAANG PARTYLIS GABRIELA LEAGUE OF FILIPINO STUDENTS ANAKBAYAN BAYAN MUNA ETC...NPA RETURNEES ANG NAGPAPATOTOO

",,"Text, URL",31/10/20 19:22,https://drive.google.com/file/d/10eBTJUpmnq_nwv3hUdxpj91IQxBAsnpP/view?usp=share_link,Rational,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet contains an edited picture,,,,,
42-53,22/03/23 22:22:09,https://twitter.com/CloselyDrawn/status/1322483144444968960,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@CloselyDrawn,pumili_ako_ng_mabait,I am a thinker.,Anonymous,01/20,612,416,,"@143redangel Ito pa. at may video pa si Sison, na front nga daw ang Gabriela. Tapos, sabi mo moyembro ka nito. I am not saying you are an NPA. Baka lang hindi mo alam. https://t.co/cr0lbcRe1b

{Alt-text: Gabriela, front organization ng komunista according to Juan Ponce Enrile}",,"Text, Image, Reply",31/10/20 18:18,https://drive.google.com/file/d/1SDPq0iJqN-KF0dTRT89Jx85-z_NUScFk/view?usp=share_link,Emotional,1,1,0,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]",The tweet contains a youtube linke,,,,,
42-54,22/03/23 22:37:18,https://twitter.com/dTnalakRiderSR/status/1322242111484260353,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@dTnalakRiderSR,KulasSR,Right and Wrong depends on the MAJORITY of the people in the society where you live in of what is Right and Wrong. DEMOCRACY,Anonymous,10/16,1518,3273,Maharlika Republic of Mindanao,"@IamJallal @WinterS62814223 @iamnotblind2019 Tag kaya natin, @lisasoberano ito mas klaro ng alam nya. Lisa paki basa ang thread sa taas kasi pag ayaw mong kampihan ang dalawang babaeng ito ibig sabihin talagang kasapi ka na sa jopunan ng Gabriela na isa sa Legal front ng CPP-NPA-NDF.",,"Text, Reply",31/10/20 02:21,https://drive.google.com/file/d/19xFzAa8x4ZUFm35b5ynU6WWFdnosJl9G/view?usp=share_link,Rational,1,1,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",Tweet is part of conversation,,,,,
42-55,22/03/23 22:45:24,https://twitter.com/k_aletha/status/1322021605132759040,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@k_aletha,❤💚🐼 aletha,"i don't have to be perfect to be confident. 

#BBMSARA2022

#GulfKanawut

#Seungri

#JacksonWang",Identified,06/11,5659,8579,,Part na Gabriela member pero dedma or hugas kamay sa mga namatay na members dahil na recruit ng NPA?,,"Text, Reply",30/10/20 11:44,https://drive.google.com/file/d/1c-jDn3eW38fGAjMxJc2ljLh8HCzUUUQh/view?usp=share_link,Rational,28,0,5,2,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet is a quote tweet to a video,,,,,
42-56,22/03/23 23:01:46,https://twitter.com/terresottovento/status/1270573292399853568,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@terresottovento,Terresottovento,,Identified,08/13,721,314,italy,"@SecurityJourno NPA was already defined terrorist since Arroyo precidency. They mean Bayan Muna, Gabriela and other parties.",,"Text, Reply",06/10/20 12:27,https://drive.google.com/file/d/1y0Je4bqf8nW9Rpluy3vsjTrl0mcFuRhA/view?usp=share_link,Rational,0,0,1,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet is a part of a conversation,,,,,
42-57,22/03/23 23:08:17,https://twitter.com/yyyy_2020/status/1270292917391769600,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@yyyy_2020,Sadness,🧠 over ♥️,Anonymous,08/09,418,170,Republic of the Philippines,"""@teta_limcangco NPA do terrorism acts and rallyists like bayan, anakbayan Gabriela, et. All have linkages to NPA. Hahahaha. Ano ba? Very basic teh! Ang ahas hindi manganganak ng pusa! Boba lang?  

Pusta ako block ako nito""",,"Text, Reply",06/09/20 17:53,https://drive.google.com/file/d/1I5U50wjGoCrVRYtr9q19duPqQRpRFUQ_/view?usp=share_link,Emotional,0,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet is a part of a conversation,,,,,
42-58,22/03/23 23:22:47,https://twitter.com/ancelmoooo/status/1317713884623433728,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@ancelmoooo,HOOC 🇵🇭,"pro-gov/ayaw sa yellowmites sa Manila Bay/ No problem with activist but against activist turned terrorist NPA
#HandsOffOurChildren #ConstitutionalReformNOW",Anonymous,06/15,1319,999,Republic of the Philippines,"Hi @lizasoberano over and over di ako mapapagod magpaliwanag sayo para maprotektahan ka at di ka ma-associate sa mga NPA front

This legal front like Gabriela Youth is just using issues, agitate the youth for them to recruit to join NPA. Isn't this alarming? #HandsOffOurChildren https://t.co/7wHeGRZV0l

{Alt-text: Video about Former Chair of Gabriela Youth as NPA Recruiter}",,"Text, Video",10/18/20 14:27,https://drive.google.com/file/d/1wcesotfvLDxS6fEKhnwHqoRBMzAYEZSI/view?usp=share_link,Emotional,1,0,1,1,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet contains a video,,,,,
42-59,22/03/23 23:42:19,https://twitter.com/papapiols/status/1317121396540047361,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@papapiols,PAPA PiOLS 🇦🇪 🇵🇭,"I FIX LUNGS. CAN'T TOLERATE BULLSHITS.

Half Pinoy.. Half Balugs",Identified,01/12,522,329,"Mangatarem, Ilocos Region","@ogiediaz Gabriela youth now, NPA later. Ipaalam mo yan sa alaga mo at isaksak sa kukote mo. Nagmumukha tuloy kayong NPA sympathizers. PWE!!!",,"Text, Reply",10/16/20 23:13,https://drive.google.com/file/d/1UiR70vWqbnI4UgbuTfeKCm-gYfsfEyP2/view?usp=share_link,Emotional,4,0,0,0,,,"The Party-list System Act imposes that party-lists are barred from participating in elections if they advocate violence or unlawful means to seek its goal. Since the CPP-NPA is involved in multiple acts of violence since its establishment, this means all party-lists under them can not participate in the 2022 elections. If the GWP is a legal front of the CPP-NPA, then they should not be in the final listing of elections. However, that is not the case as they are included in the list which implies that they have not violated any laws and regulations. Thus, the statement is false.

[https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army#text_block_19435]
[https://www.tsek.ph/false-the-makabayan-bloc-party-lists-are-legal-fronts-of-the-cpp-npa/]
[https://www.tsek.ph/dutertes-claim-that-the-makabayan-bloc-is-a-legal-front-of-cpp-is-false/]

There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The tweet is a reply to another tweet,,,,,
42-60,23/03/23 19:34:57,https://twitter.com/Khryss20019028/status/1323143036969218048,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@Khryss20019028,Khryss,just as me,Anonymous,10/19,147,7,,"@TitoClintNiSly Gabriela is a front of NPA, thats what i saw on Youtube after Ka Eric speak up",,"Text, Reply",11/02/20 14:00,https://drive.google.com/file/d/1_qxit3_Dl6fw2tkkR0Af4NUyU465wUrC/view?usp=share_link,Rational,1,0,0,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]",,,,,,
